City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
171,san diego de alejandria,20.9833,-101.9833,18.86,25,2,4.3,MX,1683785843
172,buynaksk,42.819,47.1192,16.01,86,96,3.18,RU,1683785843
173,san andres,12.5847,-81.7006,28.01,83,20,4.12,CO,1683785844
174,viedma,-40.8135,-62.9967,9.48,71,100,5.22,AR,1683785844
175,pandan,14.0453,124.1694,29.13,68,82,4.36,PH,1683785844
176,harper,4.375,-7.7169,26.53,85,63,1.85,LR,1683785844
177,fisterra,42.9049,-9.2629,12.64,78,49,5.96,ES,1683785845
178,utrik,11.2278,169.8474,27.29,81,91,7.63,MH,1683785845
179,howrah,22.5892,88.3103,36.0,56,4,4.12,IN,1683785845
180,aljustrel,37.8776,-8.1652,9.93,94,2,3.02,PT,1683785845
181,bel ombre,-4.6167,55.4167,29.91,70,20,4.63,SC,1683785845
182,mount pearl,47.5166,-52.7813,0.64,90,0,6.17,CA,1683785845
183,nuuk,64.1835,-51.7216,1.34,100,100,3.09,GL,1683785716
184,los arabos,22.7281,-80.7214,24.04,88,100,3.21,CU,1683785846
185,severo-yeniseyskiy,60.3725,93.0408,4.93,63,100,5.59,RU,1683785846
186,regina,50.4501,-104.6178,12.77,63,20,2.06,CA,1683785587
187,margate,51.3813,1.3862,12.61,84,30,2.24,GB,1683785847
188,levuka,50.1834,-105.4011,8.9,62,55,1.56,CA,1683785847
189,susuman,62.7833,148.1667,5.65,67,94,4.1,RU,1683785847
190,khovd,48.0056,91.6419,15.87,34,64,2.31,MN,1683785848
191,basco,20.4487,121.9702,25.36,69,23,5.71,PH,1683785848
192,tyukhtet,56.5389,89.3011,14.3,24,96,3.17,RU,1683785848
193,port alfred,-33.5906,26.891,19.54,58,1,1.79,ZA,1683785848
194,sambava,-14.2667,50.1667,26.19,72,35,4.75,MG,1683785849
195,pisco,-13.7,-76.2167,19.03,82,0,1.54,PE,1683785849
196,ceeldheer,3.8488,47.1806,29.56,62,36,8.27,SO,1683785849
197,cidreira,-30.1811,-50.2056,14.11,83,10,4.8,BR,1683785849
198,tabou,4.423,-7.3528,26.47,85,88,2.06,CI,1683785850
199,port elizabeth,-33.918,25.5701,18.94,86,20,7.72,ZA,1683785850
200,hasaki,35.7333,140.8333,19.01,43,29,5.38,JP,1683785850
201,akureyri,65.6835,-18.0878,4.96,93,100,3.09,IS,1683785850
202,northam,51.0333,-4.2167,11.88,95,50,3.07,GB,1683785850
203,tamanrasset,22.785,5.5228,20.69,24,93,8.37,DZ,1683785851
204,salym,60.0625,71.4789,6.04,57,95,4.54,RU,1683785851
205,thinadhoo,0.5333,72.9333,28.23,78,99,5.73,MV,1683785851
206,tsiombe,-25.3,45.4833,25.59,61,98,2.41,MG,1683785851
207,zlatitsa,42.7167,24.1333,5.26,79,100,2.6,BG,1683785851
208,changji,44.0167,87.3167,30.44,9,0,1.0,CN,1683785851
209,east london,-33.0153,27.9116,19.52,48,0,3.6,ZA,1683785852
210,portland,45.5234,-122.6762,16.45,69,76,0.45,US,1683785852
211,paidha,2.4167,30.9855,19.03,90,75,1.52,UG,1683785852
212,malabrigo,-29.3464,-59.9696,13.38,79,9,2.73,AR,1683785852
213,luderitz,-26.6481,15.1594,14.6,78,70,5.43,NA,1683785852
214,makushino,55.2103,67.2442,13.83,32,12,3.4,RU,1683785852
215,sacueni,47.35,22.1,14.12,66,96,3.87,RO,1683785853
216,youhao,47.8667,128.8333,22.31,15,7,3.24,CN,1683785853
217,ust-tsilma,65.441,52.1498,1.23,88,78,3.05,RU,1683785853
218,sinop,41.7711,34.8709,6.24,96,100,1.56,TR,1683785853
219,gokarna,14.55,74.3167,31.64,70,100,3.52,IN,1683785853
220,itoman,26.1247,127.6694,25.22,53,40,5.14,JP,1683785854
221,muang xay,20.7,101.9833,31.61,55,80,1.0,LA,1683785855
222,ash shatrah,31.4117,46.1742,32.93,15,15,2.6,IQ,1683785855
223,westport,41.1415,-73.3579,14.38,80,0,0.0,US,1683785855
224,khandyga,62.6667,135.6,4.48,83,100,0.68,RU,1683785855
225,la gi,10.6667,107.7833,31.37,62,100,3.34,VN,1683785855
226,kayangel,8.0823,134.7173,29.19,68,100,0.41,PW,1683785855
227,las tablas,7.7667,-80.2833,26.21,99,85,1.94,PA,1683785856
228,villa vicente guerrero,19.1194,-98.1708,15.95,61,57,0.59,MX,1683785856
229,sao joao da barra,-21.6403,-41.0511,21.62,94,100,4.65,BR,1683785856
230,vorkuta,67.5,64.0,-5.77,86,66,1.78,RU,1683785856
231,nieuw amsterdam,5.8833,-55.0833,25.01,93,98,1.38,SR,1683785856
232,caxito,-8.5785,13.6643,25.15,87,69,1.66,AO,1683785856
233,talnakh,69.4865,88.3972,-12.66,82,13,5.32,RU,1683785857
234,borger,52.9233,6.7931,12.04,94,100,2.53,NL,1683785769
235,tual,-5.6667,132.75,27.4,82,100,8.43,ID,1683785857
236,dudinka,69.4058,86.1778,-12.43,88,50,6.57,RU,1683785857
237,laredo,27.5064,-99.5075,27.16,74,0,8.23,US,1683785857
238,turpan,42.9333,89.1667,32.62,7,6,1.93,CN,1683785857
239,zayed city,24.3768,54.589,37.08,13,0,4.12,AE,1683785857
240,arraial do cabo,-22.9661,-42.0278,22.24,81,96,4.66,BR,1683785858
241,shingu,33.7333,135.9833,20.68,45,19,2.27,JP,1683785858
242,callao,-12.0667,-77.15,21.51,78,100,4.12,PE,1683785858
243,mumford,5.2618,-0.759,27.16,83,100,3.69,GH,1683785858
244,arar,30.9753,41.0381,28.01,14,20,7.72,SA,1683785858
245,wailua homesteads,22.0669,-159.378,23.24,82,100,6.17,US,1683785858
246,erbil,36.1926,44.0106,27.9,26,9,2.06,IQ,1683785858
247,fortaleza,-3.7227,-38.5247,27.07,83,75,2.57,BR,1683785859
248,afaahiti,-17.75,-149.2833,26.7,86,100,14.8,PF,1683785859
249,qaqortoq,60.7167,-46.0333,1.47,99,100,2.37,GL,1683785859
250,ghat,24.9647,10.1728,21.01,29,67,1.75,LY,1683785859
251,avarua,-21.2078,-159.775,25.03,78,75,7.2,CK,1683785859
252,vadso,70.0744,29.7487,7.49,76,40,4.63,NO,1683785860
253,kilindoni,-7.9139,39.6668,27.67,72,16,6.13,TZ,1683785860
254,bechar,31.6167,-2.2167,23.1,28,3,3.39,DZ,1683785860
255,port-vila,-17.7338,168.3219,24.78,83,75,5.66,VU,1683785860
256,ha'il,27.5219,41.6907,29.01,21,17,9.26,SA,1683785860
257,vodnyy,63.5046,53.4095,6.1,51,47,0.63,RU,1683785860
258,lianran,24.9227,102.485,26.3,21,5,3.79,CN,1683785861
259,vorgashor,67.5833,63.95,-6.22,88,74,1.76,RU,1683785861
260,vilyuysk,63.7553,121.6247,2.92,43,99,3.47,RU,1683785861
261,seminole,28.7086,-81.2081,24.65,94,0,0.45,US,1683785770
262,holualoa,19.6228,-155.9522,23.91,86,100,3.09,US,1683785861
263,aasiaat,68.7098,-52.8699,-10.89,94,22,3.45,GL,1683785861
264,tralee,52.2704,-9.7026,11.14,87,75,3.6,IE,1683785861
265,la ronge,55.1001,-105.2842,10.12,76,40,1.03,CA,1683785862
266,mount isa,-20.7333,139.5,26.87,19,0,5.14,AU,1683785862
267,uzundere,40.5301,41.5584,17.72,53,49,1.62,TR,1683785862
268,casablanca,33.5928,-7.6192,18.19,88,75,1.03,MA,1683785761
269,fort-shevchenko,44.5086,50.263,18.24,69,99,3.43,KZ,1683785862
270,vikhorevka,56.1201,101.1636,10.77,25,13,2.29,RU,1683785862
271,hojo,33.9766,132.7777,20.96,64,75,3.6,JP,1683785833
272,letlhakeng,-24.0944,25.0298,15.97,57,0,1.81,BW,1683785863
273,mwinilunga,-11.7358,24.4293,15.9,61,0,2.34,ZM,1683785863
274,santa elena de uairen,4.6167,-61.1333,18.54,96,99,0.06,VE,1683785863
275,turtas,58.9417,69.1325,6.59,72,99,2.89,RU,1683785863
276,serhiyivka,46.0272,30.3768,11.53,64,9,2.69,UA,1683785863
277,tsarychanka,48.937,34.4786,11.21,59,26,3.55,UA,1683785863
278,sinnar,13.5691,33.5672,35.26,7,35,2.15,SD,1683785864
279,keflavik,64.0049,-22.5624,6.95,100,100,2.06,IS,1683785864
280,kone,-21.0595,164.8658,23.32,69,99,2.91,NC,1683785864
281,chos malal,-37.3781,-70.2709,11.41,36,39,0.68,AR,1683785864
282,taoudenni,22.6783,-3.9836,29.18,16,94,4.19,ML,1683785865
283,kapa'a,22.0752,-159.319,23.99,81,100,6.17,US,1683785865
284,ejura,7.3856,-1.3562,21.72,91,100,1.36,GH,1683785777
285,kavaratti,10.5669,72.642,29.74,63,97,3.69,IN,1683785865
286,calbayog city,12.0667,124.6,27.05,90,100,2.82,PH,1683785865
287,jalai nur,49.45,117.7,19.59,30,100,4.8,CN,1683785866
288,dalai,45.5,124.3,25.13,13,69,6.22,CN,1683785866
289,waingapu,-9.6567,120.2641,28.65,69,29,6.73,ID,1683785866
290,sikasso,10.9167,-7.0,27.48,58,100,2.11,ML,1683785866
291,new norfolk,-42.7826,147.0587,14.95,57,38,0.38,AU,1683785867
292,ciudad bolivar,8.1222,-63.5497,26.29,65,79,3.88,VE,1683785867
293,lincoln,40.8,-96.667,21.41,85,0,2.57,US,1683785811
294,papao,-17.75,-149.55,27.59,89,100,16.44,PF,1683785867
295,sao vicente,-23.9631,-46.3919,22.1,26,89,0.55,BR,1683785867
296,dahab,28.501,34.5134,26.94,33,0,2.19,EG,1683785867
297,boende,-0.2167,20.8667,22.95,95,55,0.44,CD,1683785867
298,bodo,67.28,14.405,8.58,92,75,3.58,NO,1683785868
299,kununurra,-15.7667,128.7333,29.99,17,67,3.6,AU,1683785868
300,tafuna,-14.3358,-170.72,27.97,83,40,6.17,AS,1683785596
301,lashio,22.9333,97.75,35.27,27,9,2.76,MM,1683785868
302,altamira,-3.2033,-52.2064,23.88,93,99,0.96,BR,1683785869
303,paka,4.6374,103.4368,32.96,70,40,2.57,MY,1683785869
304,porto novo,6.4965,2.6036,28.9,83,98,2.62,BJ,1683785677
305,annaba,36.9,7.7667,16.11,72,23,1.38,DZ,1683785869
306,nova sintra,14.8667,-24.7167,19.66,84,9,8.62,CV,1683785869
307,lazaro cardenas,17.9583,-102.2,27.29,74,88,0.97,MX,1683785869
308,yilan,24.757,121.753,26.98,67,80,2.79,TW,1683785870
309,noshiro,40.2039,140.0242,14.46,64,1,5.87,JP,1683785870
310,elk city,35.412,-99.4043,20.12,94,100,3.6,US,1683785614
311,itajuba,-22.4256,-45.4528,17.64,96,45,0.59,BR,1683785870
312,east end,34.5507,-92.341,21.49,89,100,2.45,US,1683785870
313,potosi,-19.5836,-65.7531,4.76,71,53,1.17,BO,1683785689
314,cooper's town,26.8667,-77.5167,25.1,66,0,4.6,BS,1683785871
315,nueva villa de padilla,24.0167,-98.7833,26.06,82,21,2.74,MX,1683785871
316,pathein,16.7833,94.7333,34.72,46,100,4.17,MM,1683785871
317,rechka-vydrino,51.485,104.8461,5.73,65,100,3.25,RU,1683785871
318,gubkinskiy,64.434,76.5026,-5.89,75,90,7.77,RU,1683785836
319,usogorsk,63.4106,48.6872,9.0,53,56,2.18,RU,1683785872
320,kuta,-8.7233,115.1723,30.0,79,20,8.94,ID,1683785631
321,mirpur sakro,24.5474,67.6277,36.33,26,0,8.83,PK,1683785872
322,maughold,54.2988,-4.3184,10.57,93,51,2.73,IM,1683785872
323,nurota,40.5614,65.6886,29.86,16,100,1.87,UZ,1683785872
324,smithers,54.7804,-127.1743,13.18,54,75,1.03,CA,1683785872
325,nishiwaki,34.9833,134.9667,23.66,33,16,5.22,JP,1683785872
326,figuig (centre),32.1089,-1.2286,21.78,34,5,1.96,MA,1683785873
327,port macquarie,-31.4333,152.9167,18.83,67,25,2.77,AU,1683785844
328,carutapera,-1.195,-46.02,24.29,94,65,1.87,BR,1683785873
329,port lincoln,-34.7333,135.8667,18.36,48,88,8.04,AU,1683785656
330,hammerfest,70.6634,23.6821,6.25,100,75,4.12,NO,1683785873
331,shache,38.4167,77.2406,25.5,7,1,3.4,CN,1683785774
332,el porvenir,13.7617,-87.3458,25.63,84,75,0.65,HN,1683785873
333,corfu,39.62,19.9197,16.88,88,75,2.57,GR,1683785874
334,sona,45.4388,10.8255,13.21,91,75,1.03,IT,1683785874
335,panvel,18.9833,73.1,35.04,40,99,2.46,IN,1683785874
336,sinabang,2.4803,96.3801,30.23,71,91,5.45,ID,1683785874
337,chulakkurgan,43.765,69.1814,30.14,13,100,0.71,KZ,1683785875
338,gao,16.6362,1.637,28.64,12,74,4.91,ML,1683785875
339,polyarnyy,69.1989,33.4478,2.85,99,100,1.97,RU,1683785875
340,fale old settlement,-9.3852,-171.2468,29.45,78,47,6.98,TK,1683785875
341,gadzhiyevo,69.2551,33.3362,2.4,100,100,1.92,RU,1683785875
342,san luis de la loma,17.2706,-100.8939,26.9,77,23,1.98,MX,1683785875
343,guerrero negro,27.9769,-114.0611,14.38,75,96,8.32,MX,1683785845
344,lakatoro,-16.0999,167.4164,26.93,78,45,5.18,VU,1683785875
345,petawawa,45.9001,-77.3328,9.88,65,21,1.91,CA,1683785876
346,uturoa,-16.7333,-151.4333,27.11,80,85,11.52,PF,1683785876
347,mejit,10.2753,170.8646,27.05,84,68,8.19,MH,1683785876
348,praia da vitoria,38.7333,-27.0667,16.14,94,75,7.52,PT,1683785876
349,axim,4.8699,-2.2405,27.06,85,100,3.82,GH,1683785876
350,vel'sk,61.0701,42.0983,15.96,41,73,1.39,RU,1683785876
351,nova xavantina,-14.6667,-52.35,20.04,73,85,0.97,BR,1683785876
352,andovoranto,-18.95,49.1,24.47,78,95,2.09,MG,1683785877
353,kattivakkam,13.2167,80.3167,34.05,80,100,2.03,IN,1683785877
354,sao jose da coroa grande,-8.8978,-35.1478,24.67,85,1,1.65,BR,1683785877
355,pesqueira,-8.3578,-36.6964,18.21,96,11,1.49,BR,1683785877
356,usinsk,65.9939,57.5281,-0.72,80,100,1.43,RU,1683785877
357,weno,7.4515,151.8468,28.77,73,100,3.49,FM,1683785877
358,laguna,38.421,-121.4238,13.58,79,0,3.6,US,1683785877
359,port augusta,-32.5,137.7667,21.05,31,35,4.57,AU,1683785878
360,karratha,-20.7377,116.8463,29.55,21,20,6.88,AU,1683785878
361,marshall,34.3834,-86.3333,19.17,94,40,1.54,US,1683785707
362,fortuna,40.5982,-124.1573,12.03,96,100,1.54,US,1683785525
363,sanaur,30.3025,76.4553,37.32,10,52,3.24,IN,1683785879
364,zeya,53.75,127.2667,20.67,26,32,2.8,RU,1683785879
365,wysokie mazowieckie,52.9166,22.5171,11.14,64,5,4.53,PL,1683785879
366,port moresby,-9.4431,147.1797,28.21,83,70,4.92,PG,1683785879
367,alakurtti,66.9672,30.3491,3.84,92,100,1.21,RU,1683785879
368,geneina,13.45,22.45,30.29,35,100,2.64,SD,1683785879
369,omdurman,15.6445,32.4777,34.44,6,56,4.46,SD,1683785880
370,williams lake,52.1415,-122.1445,12.76,89,75,2.06,CA,1683785880
371,fort st. john,56.2499,-120.8529,12.94,50,40,4.12,CA,1683785880
372,kimbe,-5.5502,150.1429,28.95,82,89,0.9,PG,1683785880
